run_name	grating_value[um]	date_time	SAW_freq[Hz]	SAW_freq_error[Hz]	A[Wm^-2]	A_err[Wm^-2]	alpha[m^2s^-1]	alpha_err[m2s-1]	beta[s^0.5]	beta_err[s^0.5]	B[Wm^-2]	B_err[Wm^-2]	theta	theta_err	tau[s]	tau_err[s]	C[Wm^-2]	C_err[Wm^-2]
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-261.txt	2025_09_04_22:07:56	3.5217	7.29E+08	5781.4759	0.1881032	0.001810428	9.98E-06	3.24E-08	1.02E-05	3.84E-07	0.022995917	0.00013061	-1.5369183	0.003817243	1.99E-08	1.41E-10	0.001138741	1.82E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-262.txt	2025_09_04_22:08:56	3.5217	7.28E+08	5935.1554	0.19399262	0.001795267	1.01E-05	3.15E-08	1.10E-05	3.61E-07	0.022340298	0.000126348	-1.4615403	0.00380631	2.02E-08	1.42E-10	0.001212413	1.77E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-263.txt	2025_09_04_22:09:56	3.5217	7.28E+08	6332.2149	0.18899428	0.00189251	9.97E-06	3.40E-08	1.09E-05	3.92E-07	0.023266059	9.44E-05	-1.5058754	0.004029627	1.95E-08	NaN	0.001046862	1.91E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-264.txt	2025_09_04_22:10:56	3.5217	7.28E+08	6177.1407	0.19053119	0.001913	1.00E-05	3.40E-08	1.06E-05	3.96E-07	0.021979753	0.000133475	-1.4740921	0.004087027	2.06E-08	1.56E-10	0.001131749	1.90E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-265.txt	2025_09_04_22:11:56	3.5217	7.28E+08	6004.5418	0.18646887	0.001814737	9.94E-06	3.26E-08	9.64E-06	3.94E-07	0.022282893	0.000131408	-1.4406729	0.003969856	2.00E-08	1.46E-10	0.001284077	1.84E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-266.txt	2025_09_04_22:12:56	3.5217	7.28E+08	6056.1384	0.17789516	0.001815147	9.84E-06	3.32E-08	7.23E-06	4.39E-07	0.022692453	9.13E-05	-1.4568194	0.003995588	1.97E-08	NaN	0.000991936	1.88E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-267.txt	2025_09_04_22:13:56	3.5217	7.28E+08	5891.3446	0.18641358	0.00178037	9.97E-06	3.21E-08	9.90E-06	3.84E-07	0.021820692	0.000125243	-1.4684951	0.003863984	2.06E-08	1.48E-10	0.001245693	1.79E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-268.txt	2025_09_04_22:14:56	3.5217	7.28E+08	6380.1301	0.18597538	0.001872906	9.95E-06	3.37E-08	9.56E-06	4.08E-07	0.021923296	0.000131248	-1.4813921	0.004029329	2.08E-08	1.55E-10	0.001051005	1.89E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-269.txt	2025_09_04_22:15:56	3.5217	7.28E+08	5923.8077	0.18630936	0.001850721	9.93E-06	3.34E-08	1.02E-05	3.97E-07	0.021846856	0.000129288	-1.4505483	0.003985882	2.09E-08	1.55E-10	0.001253446	1.88E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-270.txt	2025_09_04_22:16:57	3.5217	7.28E+08	6749.6715	0.1849786	0.001857441	9.96E-06	3.36E-08	9.49E-06	4.07E-07	0.023004428	9.41E-05	-1.492605	0.004061547	1.91E-08	NaN	0.001061684	1.87E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-271.txt	2025_09_04_22:17:57	3.5217	7.28E+08	5961.4207	0.18921803	0.00182488	9.99E-06	3.27E-08	1.08E-05	3.79E-07	0.021786808	0.000127203	-1.4816958	0.003930054	2.08E-08	1.51E-10	0.001059711	1.83E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-272.txt	2025_09_04_22:18:57	3.5217	7.28E+08	6573.8543	0.18512578	0.001776491	1.01E-05	3.24E-08	1.03E-05	3.80E-07	0.022915129	9.02E-05	-1.4841518	0.003908718	1.88E-08	NaN	0.00101479	1.76E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-273.txt	2025_09_04_22:19:57	3.5217	7.28E+08	6067.7465	0.18244555	0.001788447	9.88E-06	3.24E-08	8.64E-06	4.07E-07	0.022851561	9.08E-05	-1.4265986	0.003950619	1.93E-08	NaN	0.001316174	1.83E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-274.txt	2025_09_04_22:20:58	3.5217	7.28E+08	6199.233	0.18444501	0.001781732	9.92E-06	3.21E-08	9.07E-06	3.96E-07	0.022686013	8.97E-05	-1.4697594	0.003925417	1.94E-08	NaN	0.001345324	1.81E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-275.txt	2025_09_04_22:21:57	3.5217	7.28E+08	5905.5738	0.1873882	0.001818086	9.99E-06	3.28E-08	1.05E-05	3.84E-07	0.022335165	8.91E-05	-1.4529844	0.00396441	1.98E-08	NaN	0.001279771	1.82E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-276.txt	2025_09_04_22:22:58	3.5217	7.28E+08	6212.0955	0.18342035	0.001788126	9.89E-06	3.24E-08	9.09E-06	4.00E-07	0.022447445	8.90E-05	-1.4914296	0.003937815	1.98E-08	NaN	0.001088045	1.83E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-277.txt	2025_09_04_22:23:58	3.5217	7.28E+08	6375.7126	0.18501209	0.001803568	9.98E-06	3.25E-08	9.33E-06	3.97E-07	0.023099622	9.19E-05	-1.4695181	0.003948761	1.90E-08	NaN	0.001261918	1.81E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-278.txt	2025_09_04_22:24:58	3.5217	7.29E+08	6204.7042	0.18436838	0.001787021	9.95E-06	3.23E-08	9.35E-06	3.95E-07	0.022324372	8.84E-05	-1.4843446	0.003932924	1.97E-08	NaN	0.001048508	1.80E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-279.txt	2025_09_04_22:25:59	3.5217	7.29E+08	6495.1509	0.18138091	0.001813395	9.87E-06	3.30E-08	8.62E-06	4.15E-07	0.022477255	9.09E-05	-1.4871052	0.004016773	1.97E-08	NaN	0.001087617	1.86E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-280.txt	2025_09_04_22:26:58	3.5217	7.28E+08	6180.9532	0.18035024	0.00174478	9.94E-06	3.24E-08	9.82E-06	3.90E-07	0.022513058	8.91E-05	-1.4604289	0.003930593	1.90E-08	NaN	0.001389234	1.77E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-281.txt	2025_09_04_22:27:59	3.5217	7.29E+08	6017.6954	0.17962273	0.001709503	9.91E-06	3.18E-08	9.46E-06	3.87E-07	0.022301376	8.67E-05	-1.4830701	0.003861985	1.93E-08	NaN	0.001399145	1.74E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-282.txt	2025_09_04_22:28:58	3.5217	7.28E+08	6626.2909	0.18855322	0.001842313	9.96E-06	3.27E-08	9.48E-06	3.97E-07	0.023117597	9.34E-05	-1.4618681	0.004011464	1.91E-08	NaN	0.001290603	1.86E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-283.txt	2025_09_04_22:29:59	3.5217	7.29E+08	5742.0578	0.18984073	0.001793178	9.95E-06	3.18E-08	1.03E-05	3.76E-07	0.021943297	0.000125458	-1.4663147	0.003850111	2.08E-08	1.49E-10	0.000937875	1.81E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-284.txt	2025_09_04_22:30:59	3.5217	7.29E+08	5881.3158	0.18738339	0.001798006	9.98E-06	3.23E-08	1.01E-05	3.83E-07	0.021577243	0.000124768	-1.482108	0.003893311	2.09E-08	1.51E-10	0.001012718	1.80E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-285.txt	2025_09_04_22:31:59	3.5217	7.29E+08	6145.5124	0.18783208	0.00180767	9.99E-06	3.24E-08	1.02E-05	3.83E-07	0.021734389	0.000126563	-1.500681	0.003919149	2.07E-08	1.50E-10	0.001117713	1.81E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-286.txt	2025_09_04_22:32:59	3.5217	7.29E+08	6214.9042	0.18900077	0.001842289	9.98E-06	3.28E-08	1.00E-05	3.90E-07	0.022386004	9.05E-05	-1.4639716	0.00401647	1.98E-08	NaN	0.001190017	1.85E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-287.txt	2025_09_04_22:34:00	3.5217	7.29E+08	6004.957	0.19020496	0.001777631	9.99E-06	3.15E-08	1.03E-05	3.71E-07	0.022193557	0.000126752	-1.4712889	0.003844717	2.02E-08	1.43E-10	0.000797304	1.78E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-288.txt	2025_09_04_22:34:59	3.5217	7.29E+08	5824.4285	0.17956822	0.001724546	9.86E-06	3.19E-08	9.22E-06	3.94E-07	0.02122045	0.000122924	-1.4795455	0.003900347	2.06E-08	1.49E-10	0.001070932	1.77E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-289.txt	2025_09_04_22:36:00	3.5217	7.29E+08	5756.4118	0.18522165	0.001765677	9.97E-06	3.22E-08	1.05E-05	3.77E-07	0.021964092	0.000126309	-1.4696537	0.003871812	2.01E-08	1.44E-10	0.001221305	1.77E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-290.txt	2025_09_04_22:37:00	3.5217	7.29E+08	6340.4342	0.19252058	0.00187388	1.00E-05	3.30E-08	1.05E-05	3.84E-07	0.022221626	0.000133457	-1.4604191	0.004042897	2.00E-08	1.50E-10	0.001149316	1.86E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-291.txt	2025_09_04_22:38:00	3.5217	7.29E+08	6187.1586	0.18755166	0.001828414	1.00E-05	3.29E-08	1.02E-05	3.87E-07	0.022633231	9.05E-05	-1.4928125	0.003968865	1.95E-08	NaN	0.001049837	1.82E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-292.txt	2025_09_04_22:39:00	3.5217	7.29E+08	5705.3041	0.18511685	0.001731629	9.92E-06	3.13E-08	9.74E-06	3.78E-07	0.022387337	0.000125519	-1.4738287	0.003773729	2.00E-08	1.39E-10	0.001216079	1.76E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-293.txt	2025_09_04_22:40:00	3.5217	7.29E+08	5950.649	0.18267406	0.001733278	9.89E-06	3.16E-08	9.29E-06	3.88E-07	0.022843308	8.79E-05	-1.4797464	0.003821206	1.94E-08	NaN	0.001443445	1.78E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-294.txt	2025_09_04_22:41:00	3.5217	7.28E+08	6009.8777	0.18076275	0.001737835	9.88E-06	3.15E-08	7.77E-06	4.08E-07	0.023127896	8.92E-05	-1.4371111	0.003833022	1.91E-08	NaN	0.001254611	1.78E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-295.txt	2025_09_04_22:42:01	3.5217	7.29E+08	5831.0681	0.18571259	0.001766249	9.93E-06	3.20E-08	1.01E-05	3.80E-07	0.02225974	8.75E-05	-1.4939465	0.003905227	1.98E-08	NaN	0.001000299	1.79E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-296.txt	2025_09_04_22:43:01	3.5217	7.29E+08	6426.3154	0.18682988	0.001811419	9.93E-06	3.27E-08	1.03E-05	3.86E-07	0.022854375	9.18E-05	-1.4919909	0.003989108	1.92E-08	NaN	0.001462997	1.84E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-297.txt	2025_09_04_22:44:01	3.5217	7.29E+08	6026.1535	0.18922628	0.001839465	9.97E-06	3.29E-08	1.05E-05	3.85E-07	0.022652954	9.17E-05	-1.4715301	0.004023362	1.95E-08	NaN	0.001208986	1.85E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-298.txt	2025_09_04_22:45:01	3.5217	7.29E+08	5811.878	0.18231678	0.00175568	9.89E-06	3.20E-08	9.05E-06	3.96E-07	0.02223713	0.000127965	-1.4641837	0.003873762	2.00E-08	1.43E-10	0.001380105	1.80E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-299.txt	2025_09_04_22:46:01	3.5217	7.29E+08	5901.6553	0.19008642	0.001748942	1.00E-05	3.12E-08	1.06E-05	3.62E-07	0.022339026	8.60E-05	-1.4766153	0.00382467	1.96E-08	NaN	0.001540325	1.74E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-300.txt	2025_09_04_22:47:02	3.5217	7.29E+08	5950.4379	0.188241	0.001789638	1.00E-05	3.20E-08	9.90E-06	3.81E-07	0.022593907	8.81E-05	-1.4815264	0.003871218	1.96E-08	NaN	0.001207391	1.78E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-301.txt	2025_09_04_22:48:02	3.5217	7.29E+08	6265.3576	0.18782928	0.001738542	9.97E-06	3.11E-08	1.00E-05	3.70E-07	0.022854235	8.73E-05	-1.4705484	0.003792555	1.93E-08	NaN	0.001069927	1.75E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-302.txt	2025_09_04_22:49:02	3.5217	7.29E+08	5896.4423	0.18041913	0.001740488	9.88E-06	3.19E-08	8.60E-06	4.01E-07	0.021912648	0.000126152	-1.473811	0.003876	2.02E-08	1.44E-10	0.001143042	1.79E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-303.txt	2025_09_04_22:50:02	3.5217	7.29E+08	5676.7159	0.18773784	0.001751955	9.99E-06	3.15E-08	1.04E-05	3.70E-07	0.022315275	0.000126028	-1.4718873	0.003802069	2.00E-08	1.40E-10	0.00105755	1.75E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-304.txt	2025_09_04_22:51:02	3.5217	7.29E+08	5929.2566	0.18199248	0.001737365	9.86E-06	3.17E-08	9.17E-06	3.92E-07	0.022554914	8.80E-05	-1.472471	0.003875502	1.95E-08	NaN	0.001150214	1.79E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-305.txt	2025_09_04_22:52:02	3.5217	7.29E+08	6603.1677	0.17916059	0.001712964	9.92E-06	3.18E-08	9.13E-06	3.92E-07	0.022675878	8.83E-05	-1.4691089	0.003868127	1.88E-08	NaN	0.001250138	1.74E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-306.txt	2025_09_04_22:53:02	3.5217	7.29E+08	5932.4946	0.18758266	0.001718924	9.98E-06	3.11E-08	1.08E-05	3.60E-07	0.022565524	8.62E-05	-1.4808476	0.003795329	1.93E-08	NaN	0.001099394	1.73E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-307.txt	2025_09_04_22:54:03	3.5217	7.29E+08	5992.7754	0.18175633	0.001698511	9.88E-06	3.09E-08	8.70E-06	3.88E-07	0.022766515	8.69E-05	-1.4352357	0.00379257	1.92E-08	NaN	0.001182842	1.74E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-308.txt	2025_09_04_22:55:03	3.5217	7.29E+08	5672.6468	0.17754324	0.001690635	9.89E-06	3.18E-08	9.48E-06	3.87E-07	0.022370786	8.57E-05	-1.4534455	0.003806595	1.93E-08	NaN	0.001109472	1.73E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-309.txt	2025_09_04_22:56:03	3.5217	7.29E+08	6040.1496	0.1844836	0.001786975	9.95E-06	3.24E-08	9.43E-06	3.94E-07	0.023120963	9.09E-05	-1.4569087	0.003907593	1.90E-08	NaN	0.001442281	1.80E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-310.txt	2025_09_04_22:57:03	3.5217	7.29E+08	6210.9002	0.18390225	0.001817801	9.95E-06	3.29E-08	9.26E-06	4.03E-07	0.022911194	9.20E-05	-1.4702293	0.00399009	1.92E-08	NaN	0.001256601	1.84E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-311.txt	2025_09_04_22:58:03	3.5217	7.29E+08	6296.5454	0.1798059	0.001833295	9.91E-06	3.41E-08	9.72E-06	4.12E-07	0.022252762	9.34E-05	-1.4626021	0.004170987	1.92E-08	NaN	0.001160833	1.87E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-312.txt	2025_09_04_22:59:04	3.5217	7.29E+08	5666.6736	0.18035712	0.001674369	9.88E-06	3.10E-08	9.42E-06	3.78E-07	0.022414197	8.43E-05	-1.4725577	0.003736073	1.95E-08	NaN	0.000990648	1.72E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-313.txt	2025_09_04_23:00:04	3.5217	7.29E+08	5639.3753	0.18035275	0.001713993	9.88E-06	3.17E-08	9.36E-06	3.88E-07	0.022130606	8.53E-05	-1.4670802	0.00383154	1.98E-08	NaN	0.001405867	1.76E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-314.txt	2025_09_04_23:01:03	3.5217	7.29E+08	5599.7602	0.18043245	0.00172717	9.94E-06	3.20E-08	9.65E-06	3.87E-07	0.022003507	8.60E-05	-1.49514	0.003880425	1.96E-08	NaN	0.001272649	1.75E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-315.txt	2025_09_04_23:02:04	3.5217	7.29E+08	5806.2893	0.17870669	0.001697922	9.88E-06	3.14E-08	8.66E-06	3.94E-07	0.022246947	8.60E-05	-1.4926468	0.003838928	1.94E-08	NaN	0.001452304	1.74E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-316.txt	2025_09_04_23:03:04	3.5217	7.29E+08	6366.6913	0.18081712	0.001758431	9.95E-06	3.23E-08	8.97E-06	4.00E-07	0.023188831	9.10E-05	-1.4689588	0.003899565	1.87E-08	NaN	0.001308775	1.78E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-317.txt	2025_09_04_23:04:04	3.5217	7.29E+08	6654.0875	0.18786474	0.001776732	1.01E-05	3.19E-08	1.02E-05	3.76E-07	0.023339331	9.15E-05	-1.4741273	0.003894756	1.84E-08	NaN	0.001507725	1.76E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-318.txt	2025_09_04_23:05:04	3.5217	7.29E+08	6280.0908	0.17851686	0.001740695	9.86E-06	3.19E-08	7.75E-06	4.14E-07	0.023222817	9.06E-05	-1.4686475	0.003876771	1.88E-08	NaN	0.001196268	1.79E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-319.txt	2025_09_04_23:06:04	3.5217	7.29E+08	6050.1324	0.18156712	0.001720569	9.88E-06	3.17E-08	9.63E-06	3.84E-07	0.022344079	8.69E-05	-1.4778167	0.003862718	1.95E-08	NaN	0.00138087	1.77E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-320.txt	2025_09_04_23:07:04	3.5217	7.29E+08	6220.8932	0.18455838	0.00174226	9.95E-06	3.17E-08	9.81E-06	3.80E-07	0.023065557	8.93E-05	-1.4801197	0.003846569	1.89E-08	NaN	0.00097525	1.76E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-321.txt	2025_09_04_23:08:05	3.5217	7.29E+08	6407.8473	0.17648491	0.001747409	9.85E-06	3.18E-08	7.08E-06	4.29E-07	0.023194173	8.99E-05	-1.9116957	0.003853164	1.88E-08	NaN	0.001278198	1.77E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-322.txt	2025_09_04_23:09:05	3.5217	7.29E+08	6208.1198	0.18296975	0.001805792	9.98E-06	3.30E-08	9.52E-06	4.00E-07	0.022291907	9.03E-05	-1.4990586	0.004022594	1.94E-08	NaN	0.001136835	1.81E-05
