run_name	grating_value[um]	date_time	SAW_freq[Hz]	SAW_freq_error[Hz]	A[Wm^-2]	A_err[Wm^-2]	alpha[m^2s^-1]	alpha_err[m2s-1]	beta[s^0.5]	beta_err[s^0.5]	B[Wm^-2]	B_err[Wm^-2]	theta	theta_err	tau[s]	tau_err[s]	C[Wm^-2]	C_err[Wm^-2]
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-199.txt	2025_09_04_21:05:46	3.5217	7.28E+08	6012.397	0.19823719	0.002018765	1.01E-05	3.50E-08	1.16E-05	3.90E-07	0.023801435	9.70E-05	-1.5034454	0.004043368	1.99E-08	NaN	0.001481411	1.97E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-200.txt	2025_09_04_21:06:47	3.5217	7.28E+08	5836.519	0.19276531	0.001859994	1.00E-05	3.27E-08	1.06E-05	3.80E-07	0.023331044	9.06E-05	-1.490678	0.003854882	1.98E-08	NaN	0.001056106	1.85E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-201.txt	2025_09_04_21:07:47	3.5217	7.28E+08	5936.1142	0.19243527	0.001888951	9.98E-06	3.32E-08	1.06E-05	3.87E-07	0.023933644	9.35E-05	-1.4753534	0.003878876	1.96E-08	NaN	0.001224102	1.90E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-202.txt	2025_09_04_21:08:47	3.5217	7.28E+08	6025.0341	0.20277419	0.001907191	1.02E-05	3.25E-08	1.21E-05	3.54E-07	0.024160742	9.26E-05	-1.5038235	0.003801091	1.95E-08	NaN	0.001089737	1.85E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-203.txt	2025_09_04_21:09:47	3.5217	7.27E+08	5879.3717	0.19427292	0.001893352	1.00E-05	3.29E-08	1.02E-05	3.88E-07	0.024256452	9.36E-05	-1.4743727	0.003829807	1.95E-08	NaN	0.00119605	1.88E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-204.txt	2025_09_04_21:10:47	3.5217	7.28E+08	6106.1907	0.19458846	0.001924642	1.01E-05	3.37E-08	1.11E-05	3.84E-07	0.021794269	0.000130267	-1.4901051	0.004021422	2.13E-08	1.59E-10	0.001157868	1.90E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-205.txt	2025_09_04_21:11:47	3.5217	7.27E+08	6111.3576	0.19689539	0.001971834	1.01E-05	3.42E-08	1.11E-05	3.88E-07	0.023617748	9.48E-05	-1.5013655	0.003983385	1.98E-08	NaN	0.00091551	1.91E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-206.txt	2025_09_04_21:12:47	3.5217	7.27E+08	6076.4029	0.19074158	0.001945343	1.00E-05	3.45E-08	1.04E-05	4.04E-07	0.023397709	9.49E-05	-1.4903244	0.004024706	1.99E-08	NaN	0.0009231	1.94E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-207.txt	2025_09_04_21:13:48	3.5217	7.27E+08	5933.6946	0.19331023	0.001884385	1.01E-05	3.30E-08	1.05E-05	3.84E-07	0.023642416	9.21E-05	-1.4884538	0.003867033	1.97E-08	NaN	0.0010461	1.86E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-208.txt	2025_09_04_21:14:48	3.5217	7.27E+08	6361.4447	0.18977116	0.001894846	1.01E-05	3.35E-08	9.60E-06	4.03E-07	0.022772009	0.000132886	-1.4548496	0.003925245	2.04E-08	1.48E-10	0.000950948	1.87E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-209.txt	2025_09_04_21:15:48	3.5217	7.27E+08	6444.7233	0.19436004	0.001923467	1.01E-05	3.34E-08	1.02E-05	3.93E-07	0.024258076	9.55E-05	-1.4797353	0.003908182	1.92E-08	NaN	0.001136457	1.89E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-210.txt	2025_09_04_21:16:48	3.5217	7.28E+08	5579.1534	0.19406343	0.001874368	1.01E-05	3.33E-08	1.19E-05	3.66E-07	0.022878792	0.000131988	-1.4954926	0.003877653	2.00E-08	1.44E-10	0.001370335	1.83E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-211.txt	2025_09_04_21:17:48	3.5217	7.28E+08	5874.0625	0.19162167	0.001898793	1.01E-05	3.35E-08	1.04E-05	3.92E-07	0.023353204	9.29E-05	-1.4896852	0.003949147	1.96E-08	NaN	0.000954332	1.87E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-212.txt	2025_09_04_21:18:48	3.5217	7.27E+08	5700.6117	0.19606078	0.001871918	1.01E-05	3.27E-08	1.13E-05	3.69E-07	0.023546594	9.06E-05	-1.485231	0.003816893	1.98E-08	NaN	0.00106024	1.83E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-213.txt	2025_09_04_21:19:49	3.5217	7.27E+08	6080.5368	0.18987695	0.001827136	1.00E-05	3.24E-08	1.02E-05	3.83E-07	0.022189402	0.000126994	-1.4707909	0.003850568	2.08E-08	1.49E-10	0.001082931	1.82E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-214.txt	2025_09_04_21:20:49	3.5217	7.28E+08	5995.696	0.18635852	0.001825459	1.01E-05	3.31E-08	1.02E-05	3.89E-07	0.021815939	0.000126246	-1.4710316	0.003893809	2.07E-08	1.50E-10	0.001205341	1.80E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-215.txt	2025_09_04_21:21:49	3.5217	7.28E+08	6013.636	0.19152006	0.001859649	1.01E-05	3.31E-08	1.10E-05	3.78E-07	0.02185609	0.000128156	-1.4701903	0.003945558	2.09E-08	1.53E-10	0.001102918	1.84E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-216.txt	2025_09_04_21:22:49	3.5217	7.28E+08	5841.9295	0.19577843	0.001890883	1.01E-05	3.30E-08	1.11E-05	3.74E-07	0.023546203	0.000133533	-1.5186025	0.003810523	1.99E-08	1.40E-10	0.001300984	1.83E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-217.txt	2025_09_04_21:23:49	3.5217	7.28E+08	5889.6266	0.1976377	0.001915783	1.01E-05	3.30E-08	1.08E-05	3.79E-07	0.024100137	9.42E-05	-1.4835523	0.003878441	1.95E-08	NaN	0.001290573	1.88E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-218.txt	2025_09_04_21:24:49	3.5217	7.28E+08	6133.7322	0.19558497	0.001909654	1.00E-05	3.32E-08	1.09E-05	3.82E-07	0.023926792	9.39E-05	-1.5106915	0.003894688	1.96E-08	NaN	0.001095355	1.90E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-219.txt	2025_09_04_21:25:49	3.5217	7.28E+08	6178.4092	0.19515179	0.001945641	1.01E-05	3.41E-08	1.14E-05	3.84E-07	0.023542989	9.52E-05	-1.5094716	0.00401215	1.96E-08	NaN	0.0009272	1.92E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-220.txt	2025_09_04_21:26:50	3.5217	7.28E+08	6193.8505	0.19753107	0.001901264	1.01E-05	3.28E-08	1.09E-05	3.75E-07	0.023887872	9.25E-05	-1.4639206	0.003845103	1.96E-08	NaN	0.000999676	1.86E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-221.txt	2025_09_04_21:27:50	3.5217	7.28E+08	6067.2308	0.20246349	0.001959648	1.02E-05	3.37E-08	1.27E-05	3.59E-07	0.023635712	9.41E-05	-1.5087743	0.003952423	1.97E-08	NaN	0.001277315	1.89E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-222.txt	2025_09_04_21:28:50	3.5217	7.28E+08	5942.7943	0.19905794	0.001964091	1.01E-05	3.39E-08	1.15E-05	3.78E-07	0.024027333	9.59E-05	-1.5051666	0.00395841	1.95E-08	NaN	0.001182391	1.91E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-223.txt	2025_09_04_21:29:50	3.5217	7.28E+08	6425.3545	0.19554739	0.001983809	1.01E-05	3.45E-08	1.09E-05	3.96E-07	0.024015789	9.78E-05	-1.5117048	0.004039465	1.94E-08	NaN	0.001157073	1.95E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-224.txt	2025_09_04_21:30:50	3.5217	7.28E+08	5902.5036	0.19896772	0.001937129	1.01E-05	3.33E-08	1.13E-05	3.75E-07	0.024030694	9.49E-05	-1.4799471	0.003919657	1.94E-08	NaN	0.001459631	1.89E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-225.txt	2025_09_04_21:31:50	3.5217	7.28E+08	5525.8783	0.19232036	0.001893586	1.01E-05	3.35E-08	1.09E-05	3.84E-07	0.022794229	0.000132759	-1.5200396	0.003914752	2.04E-08	1.48E-10	0.000835301	1.87E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-226.txt	2025_09_04_21:32:51	3.5217	7.28E+08	6294.4331	0.19090048	0.001919314	1.00E-05	3.38E-08	9.99E-06	4.02E-07	0.02406353	9.61E-05	-1.5008451	0.003962638	1.93E-08	NaN	0.00106854	1.92E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-227.txt	2025_09_04_21:33:51	3.5217	7.28E+08	5822.2858	0.19730558	0.001879831	1.02E-05	3.26E-08	1.13E-05	3.67E-07	0.023438111	9.04E-05	-1.502269	0.003827868	1.98E-08	NaN	0.000905787	1.82E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-228.txt	2025_09_04_21:34:51	3.5217	7.28E+08	5831.0521	0.19544558	0.001881772	1.01E-05	3.28E-08	1.08E-05	3.76E-07	0.021791158	0.000127505	-1.4414029	0.003940283	2.11E-08	1.55E-10	0.001183517	1.84E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-229.txt	2025_09_04_21:35:52	3.5217	7.28E+08	6121.5933	0.19915862	0.001932224	1.01E-05	3.34E-08	1.17E-05	3.71E-07	0.023750902	9.46E-05	-1.480729	0.00395313	1.94E-08	NaN	0.001018993	1.88E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-230.txt	2025_09_04_21:36:51	3.5217	7.28E+08	6367.7088	0.19753015	0.001909647	1.01E-05	3.27E-08	1.02E-05	3.84E-07	0.024398053	9.45E-05	-1.4755907	0.003844299	1.92E-08	NaN	0.001360313	1.87E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-231.txt	2025_09_04_21:37:51	3.5217	7.28E+08	5807.2196	0.19528367	0.0018868	1.01E-05	3.30E-08	1.11E-05	3.75E-07	0.023824647	9.21E-05	-1.4834312	0.003837328	1.96E-08	NaN	0.001196835	1.85E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-232.txt	2025_09_04_21:38:51	3.5217	7.28E+08	5732.2445	0.19399282	0.001902045	1.00E-05	3.32E-08	1.06E-05	3.86E-07	0.023534455	9.30E-05	-1.5077818	0.003923276	1.97E-08	NaN	0.001203379	1.89E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-233.txt	2025_09_04_21:39:52	3.5217	7.28E+08	6032.9568	0.19523809	0.001921221	1.01E-05	3.37E-08	1.16E-05	3.78E-07	0.023509543	9.37E-05	-1.5076915	0.003955859	1.97E-08	NaN	0.001127386	1.90E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-234.txt	2025_09_04_21:40:52	3.5217	7.27E+08	6030.2151	0.19483484	0.001862095	1.00E-05	3.22E-08	1.00E-05	3.82E-07	0.023936093	9.25E-05	-1.4516649	0.003837138	1.94E-08	NaN	0.001027368	1.85E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-235.txt	2025_09_04_21:41:52	3.5217	7.28E+08	6152.8603	0.19331132	0.001808516	1.00E-05	3.17E-08	1.07E-05	3.67E-07	0.022224751	0.000125157	-1.4559957	0.003791012	2.08E-08	1.46E-10	0.00094722	1.79E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-236.txt	2025_09_04_21:42:52	3.5217	7.28E+08	6360.7873	0.19613701	0.001976775	1.01E-05	3.44E-08	1.13E-05	3.90E-07	0.02231969	0.000137529	-1.45315	0.004147476	2.05E-08	1.57E-10	0.001321569	1.94E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-237.txt	2025_09_04_21:43:52	3.5217	7.28E+08	6028.4319	0.19161455	0.001797529	9.98E-06	3.16E-08	1.02E-05	3.74E-07	0.023611296	8.97E-05	-1.4935131	0.003772943	1.94E-08	NaN	0.001299396	1.81E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-238.txt	2025_09_04_21:44:52	3.5217	7.28E+08	5979.4035	0.19245876	0.001920449	1.01E-05	3.37E-08	1.03E-05	3.95E-07	0.023549673	9.31E-05	-1.481966	0.003926931	1.98E-08	NaN	0.001185064	1.90E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-239.txt	2025_09_04_21:45:52	3.5217	7.28E+08	5876.9959	0.19236964	0.001799976	1.00E-05	3.18E-08	1.08E-05	3.67E-07	0.023312903	8.87E-05	-1.5125218	0.003776278	1.95E-08	NaN	0.001198722	1.78E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-240.txt	2025_09_04_21:46:52	3.5217	7.28E+08	5892.6799	0.19544411	0.00183431	1.00E-05	3.20E-08	1.11E-05	3.65E-07	0.023476523	9.03E-05	-1.4931562	0.003816574	1.96E-08	NaN	0.001193438	1.82E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-241.txt	2025_09_04_21:47:53	3.5217	7.28E+08	5664.7513	0.18930477	0.001828749	1.01E-05	3.29E-08	1.10E-05	3.76E-07	0.023267517	8.93E-05	-1.4911986	0.003812024	1.96E-08	NaN	0.001174468	1.80E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-242.txt	2025_09_04_21:48:53	3.5217	7.28E+08	5936.1918	0.18786153	0.001771707	9.99E-06	3.14E-08	9.24E-06	3.85E-07	0.022431086	0.000125219	-1.4445693	0.003757258	2.04E-08	1.42E-10	0.0011411	1.77E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-243.txt	2025_09_04_21:49:53	3.5217	7.28E+08	5937.5925	0.18807352	0.001870006	1.00E-05	3.33E-08	9.59E-06	4.02E-07	0.023496963	9.34E-05	-1.5006873	0.00394537	1.94E-08	NaN	0.001001381	1.87E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-244.txt	2025_09_04_21:50:53	3.5217	7.28E+08	6072.219	0.18285912	0.001810499	9.94E-06	3.25E-08	7.90E-06	4.18E-07	0.022426972	0.000130826	-1.4725276	0.003923726	2.00E-08	1.45E-10	0.001394586	1.83E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-245.txt	2025_09_04_21:51:54	3.5217	7.28E+08	6348.1783	0.18508372	0.001835769	9.91E-06	3.29E-08	8.96E-06	4.08E-07	0.021788441	0.00012895	-1.4744402	0.003983534	2.09E-08	1.54E-10	0.001071674	1.87E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-246.txt	2025_09_04_21:52:54	3.5217	7.28E+08	6094.7438	0.1945258	0.001863663	1.01E-05	3.27E-08	1.13E-05	3.70E-07	0.023231765	9.15E-05	-1.5117223	0.003907078	1.96E-08	NaN	0.001249513	1.84E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-247.txt	2025_09_04_21:53:54	3.5217	7.28E+08	6100.4388	0.18739637	0.001842777	1.01E-05	3.32E-08	1.02E-05	3.91E-07	0.022086445	0.000129035	-1.4515516	0.003932675	2.04E-08	1.48E-10	0.00100492	1.82E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-248.txt	2025_09_04_21:54:54	3.5217	7.28E+08	5977.3078	0.1930754	0.00186658	1.01E-05	3.29E-08	1.09E-05	3.77E-07	0.021571925	0.000127713	-1.4747932	0.00398571	2.10E-08	1.56E-10	0.001298574	1.85E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-249.txt	2025_09_04_21:55:54	3.5217	7.28E+08	5840.4912	0.19064959	0.001851746	1.00E-05	3.28E-08	1.05E-05	3.84E-07	0.021574511	0.000127363	-1.4782495	0.003974019	2.11E-08	1.56E-10	0.001259158	1.85E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-250.txt	2025_09_04_21:56:54	3.5217	7.28E+08	6126.1671	0.18843299	0.001851953	9.98E-06	3.32E-08	1.04E-05	3.90E-07	0.021674124	0.000127228	-1.4762776	0.003952327	2.12E-08	1.56E-10	0.001395589	1.86E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-251.txt	2025_09_04_21:57:54	3.5217	7.28E+08	6043.4396	0.19033705	0.001928252	1.01E-05	3.42E-08	1.02E-05	4.03E-07	0.021463084	0.000130027	-1.4752431	0.004079487	2.13E-08	1.62E-10	0.001411819	1.89E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-252.txt	2025_09_04_21:58:54	3.5217	7.28E+08	6094.1941	0.18930782	0.001763295	9.99E-06	3.13E-08	9.87E-06	3.74E-07	0.022744542	8.73E-05	-1.4463387	0.003814597	1.96E-08	NaN	0.001138295	1.77E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-253.txt	2025_09_04_21:59:54	3.5217	7.28E+08	6320.7375	0.1885273	0.001826918	1.00E-05	3.26E-08	1.00E-05	3.87E-07	0.022670297	8.93E-05	-1.4556957	0.003913756	1.98E-08	NaN	0.001073716	1.82E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-254.txt	2025_09_04_22:00:55	3.5217	7.28E+08	5865.5302	0.18724121	0.001846139	1.00E-05	3.32E-08	1.02E-05	3.92E-07	0.021971048	0.000128949	-1.4219646	0.003953964	2.07E-08	1.51E-10	0.000998447	1.84E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-255.txt	2025_09_04_22:01:55	3.5217	7.28E+08	6384.3706	0.18985561	0.001837416	1.00E-05	3.30E-08	1.10E-05	3.77E-07	0.022460996	9.01E-05	-1.4838005	0.003981149	1.97E-08	NaN	0.000878792	1.83E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-256.txt	2025_09_04_22:02:55	3.5217	7.28E+08	5858.518	0.1945526	0.001926949	1.01E-05	3.37E-08	1.10E-05	3.86E-07	0.022989525	9.35E-05	-1.4747238	0.004037368	1.98E-08	NaN	0.001183407	1.90E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-257.txt	2025_09_04_22:03:55	3.5217	7.28E+08	5881.6097	0.1817319	0.001702297	9.97E-06	3.15E-08	1.00E-05	3.75E-07	0.022492728	8.50E-05	-1.4699154	0.00375098	1.95E-08	NaN	0.001289303	1.71E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-258.txt	2025_09_04_22:04:55	3.5217	7.28E+08	5929.4036	0.18892416	0.001838134	1.00E-05	3.30E-08	1.07E-05	3.83E-07	0.021931431	0.000130051	-1.4842934	0.003989627	2.03E-08	1.50E-10	0.000817034	1.83E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-259.txt	2025_09_04_22:05:55	3.5217	7.28E+08	6363.8849	0.19377882	0.001905785	1.00E-05	3.34E-08	1.07E-05	3.87E-07	0.022578797	9.27E-05	-1.4529171	0.004078375	1.99E-08	NaN	0.00104965	1.89E-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-260.txt	2025_09_04_22:06:56	3.5217	7.28E+08	6295.1552	0.19087554	0.001834194	1.00E-05	3.21E-08	9.26E-06	3.91E-07	0.022598167	0.000130398	-1.439	0.003884389	2.01E-08	1.44E-10	0.00154256	1.82E-05
