run_name,date_time,grating_value[um],SAW_speed[m/s],SAW_freq[Hz],SAW_freq_error[Hz],A[Wm^-2],A_err[Wm^-2],alpha[m^2s^-1],alpha_err[m2s-1],beta[s^0.5],beta_err[s^0.5],B[Wm^-2],B_err[Wm^-2],theta,theta_err,tau[s],tau_err[s],C[Wm^-2],C_err[Wm^-2]
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-09/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-1.txt,2025_09_09_16:14:51,3.4,2443.5121,7.1868004e+08,6941.3217,0.098434385,0.0013770664,1.006247e-05,3.8933459e-08,2.0680657e-07,6.879704e-07,0.010388146,7.7621231e-05,-2.5057432,0.00499533,2.2591065e-08,2.1042119e-10,0.00064522353,1.1091633e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-09/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-2.txt,2025_09_09_16:15:51,3.4,2442.4469,7.1836673e+08,7119.6506,0.099431575,0.0017825437,1.0101475e-05,4.9646594e-08,5.729984e-07,8.7685606e-07,0.0066385799,7.7415154e-05,-2.8911764,0.0078331466,3.1200983e-08,4.7029827e-10,0.00036025331,1.3988864e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-09/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-3.txt,2025_09_09_16:16:51,3.4,2443.9189,7.1879968e+08,6029.9725,0.11026159,0.0021475332,1.0009434e-05,5.4311548e-08,1.3842266e-06,9.3935831e-07,0.006996904,9.021435e-05,-2.8851862,0.0086718044,3.3334807e-08,5.5959684e-10,0.00053504628,1.7187976e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-09/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-4.txt,2025_09_09_16:17:51,3.4,2443.1322,7.1856829e+08,6691.3843,0.10667861,0.0017859333,9.9893163e-06,4.6570521e-08,1.1996675e-06,8.1099603e-07,0.007942313,8.1773966e-05,-2.8175265,0.0069197427,2.961674e-08,3.9208309e-10,0.00053975766,1.4351775e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-09/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-5.txt,2025_09_09_16:18:52,3.4,2443.0059,7.1853115e+08,6119.0566,0.10501883,0.0013541691,9.8897583e-06,3.5441131e-08,2.5047078e-07,6.3867581e-07,0.011913068,7.8436637e-05,-2.7070285,0.0044134575,2.2094066e-08,1.8036157e-10,0.00038398582,1.1108338e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-09/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-6.txt,2025_09_09_16:19:52,3.4,2444.5364,7.1898129e+08,5570.6693,0.11482324,0.0027896204,9.9420778e-06,6.8022475e-08,1.893102e-06,1.1617176e-06,0.0078103494,0.00012247527,-2.3447526,0.010641792,3.1475757e-08,6.4096838e-10,0.00053425561,2.2645948e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-09/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-7.txt,2025_09_09_16:20:52,3.4,2444.2673,7.1890214e+08,5990.5479,0.11525133,0.0021808297,9.9784597e-06,5.4643185e-08,2.9067489e-06,8.788246e-07,0.0082517835,0.00010179882,-1.7971476,0.0083477222,2.9964236e-08,4.7941786e-10,0.00045056644,1.8219238e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-09/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-8.txt,2025_09_09_16:21:52,3.4,2445.3918,7.1923288e+08,6119.5615,0.11489951,0.0023658084,1.0005669e-05,5.9590391e-08,3.0518149e-06,9.5251378e-07,0.0071166216,0.0001018978,-1.8121832,0.0096979283,3.3442655e-08,6.2798952e-10,0.00035508224,1.9655816e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-09/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-9.txt,2025_09_09_16:22:52,3.4,2444.7886,7.1905547e+08,6060.3898,0.11664352,0.0034154067,1.0059884e-05,8.3550695e-08,2.5497113e-06,1.3716437e-06,0.006766994,0.00014652817,-1.9618822,0.014710578,3.241453e-08,9.1665261e-10,0.00011013667,2.7540935e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-09/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-10.txt,2025_09_09_16:23:52,3.4,2444.6916,7.1902695e+08,5884.563,0.11534894,0.0022223541,1.0065268e-05,5.5795951e-08,3.0045619e-06,8.906164e-07,0.0077857291,9.7909387e-05,-1.7927855,0.0085162253,3.1952788e-08,5.2460963e-10,0.00045736368,1.8234731e-05
