run_name,date_time,grating_value[um],SAW_speed[m/s],SAW_freq[Hz],SAW_freq_error[Hz],A[Wm^-2],A_err[Wm^-2],alpha[m^2s^-1],alpha_err[m2s-1],beta[s^0.5],beta_err[s^0.5],B[Wm^-2],B_err[Wm^-2],theta,theta_err,tau[s],tau_err[s],C[Wm^-2],C_err[Wm^-2]
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/data/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-46.txt,2025_09_04_18:32:23,3.4,2465.0103,7.2500303e+08,5812.2551,0.19572604,0.00207892,9.446132e-06,3.2867908e-08,8.5489279e-06,4.3838307e-07,0.025310787,0.00014413615,-1.4727425,0.0038234361,2.0426811e-08,1.4477475e-10,0.00089763323,2.0206117e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/data/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-47.txt,2025_09_04_18:33:24,3.4,2465.5244,7.2515423e+08,5610.0873,0.19735661,0.0021559298,9.5183437e-06,3.4160906e-08,9.3367382e-06,4.4118218e-07,0.025058704,0.00014623936,-1.4844449,0.0039187052,2.0721301e-08,1.5080601e-10,0.00094539197,2.0625689e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/data/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-48.txt,2025_09_04_18:34:24,3.4,2465.2781,7.250818e+08,5766.5439,0.19699069,0.0021791005,9.4674989e-06,3.3986305e-08,8.7506512e-06,4.5582668e-07,0.025050856,0.00014847969,-1.9321062,0.0039694661,2.0490502e-08,1.5052412e-10,0.0012905733,2.0697957e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/data/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-49.txt,2025_09_04_18:35:24,3.4,2465.3848,7.2511316e+08,5588.1413,0.20009404,0.0021006138,9.4767688e-06,3.2838944e-08,9.4578596e-06,4.2335947e-07,0.025271766,0.00014555037,-1.4642919,0.0038674223,2.0323396e-08,1.4558393e-10,0.0011431194,2.0279357e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/data/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-50.txt,2025_09_04_18:36:24,3.4,2465.6117,7.2517991e+08,5694.7699,0.19387297,0.0021151392,9.4705186e-06,3.4015222e-08,9.1754303e-06,4.4311731e-07,0.025096481,0.00014534909,-1.4682284,0.0038896601,2.0560732e-08,1.4835466e-10,0.001117702,2.0448197e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/data/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-51.txt,2025_09_04_18:37:24,3.4,2465.9151,7.2526915e+08,5898.5445,0.19392758,0.0021301844,9.4771885e-06,3.4504369e-08,9.8335016e-06,4.3887696e-07,0.024835373,0.00015003792,-1.4826735,0.0040545483,1.991207e-08,1.4915799e-10,0.0010122681,2.0562238e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/data/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-52.txt,2025_09_04_18:38:24,3.4,2466.092,7.2532118e+08,5551.9308,0.1913716,0.002096178,9.404333e-06,3.3853608e-08,8.5284848e-06,4.5297016e-07,0.025360156,0.00014582105,-1.4928705,0.0038603198,2.0501571e-08,1.4678773e-10,0.001169076,2.0563309e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/data/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-53.txt,2025_09_04_18:39:24,3.4,2465.6302,7.2518536e+08,5681.8332,0.19277431,0.0020623194,9.3979382e-06,3.2956876e-08,8.2477095e-06,4.4549473e-07,0.025298287,0.0001452527,-1.4691272,0.0038550196,2.0203415e-08,1.4415209e-10,0.00096184304,2.025893e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/data/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-54.txt,2025_09_04_18:40:25,3.4,2466.3534,7.2539805e+08,5823.7121,0.19124785,0.0021103176,9.4472641e-06,3.3948382e-08,8.018394e-06,4.6121019e-07,0.024699659,0.00014561863,-1.4947543,0.0039582269,2.0547471e-08,1.5088943e-10,0.0011970507,2.0506593e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/data/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-55.txt,2025_09_04_18:41:25,3.4,2466.1249,7.2533086e+08,6037.8632,0.19510211,0.0021551431,9.4563399e-06,3.4504124e-08,9.3751885e-06,4.4669786e-07,0.025117554,0.00015122289,-1.4906273,0.0040408247,2.0085026e-08,1.5012525e-10,0.0011192671,2.0899281e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/data/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-56.txt,2025_09_04_18:42:25,3.4,2465.7547,7.2522196e+08,5704.216,0.18929164,0.0020478179,9.407531e-06,3.3361485e-08,8.3186896e-06,4.4958324e-07,0.025042167,0.00014220749,-1.4762883,0.0038133704,2.0531102e-08,1.4521834e-10,0.0012328525,2.0074531e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/data/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-57.txt,2025_09_04_18:43:25,3.4,2465.2528,7.2507436e+08,5863.0991,0.18628311,0.002054452,9.3280362e-06,3.3432649e-08,6.9138603e-06,4.7498818e-07,0.024835581,0.00014560869,-1.4668737,0.0039366938,2.0307413e-08,1.4806544e-10,0.0011938233,2.0498459e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/data/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-58.txt,2025_09_04_18:44:25,3.4,2467.0703,7.2560892e+08,5672.1178,0.18976885,0.0020226751,9.4156631e-06,3.3299247e-08,9.4776697e-06,4.3056807e-07,0.024080518,0.00013973199,-1.5027271,0.0038961642,2.06387e-08,1.492671e-10,0.0010451837,1.979284e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/data/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-59.txt,2025_09_04_18:45:25,3.4,2466.3393,7.2539391e+08,5976.864,0.18740477,0.0020464455,9.3484858e-06,3.3373485e-08,7.6225213e-06,4.6229529e-07,0.02507066,0.0001443562,-1.4972664,0.00386516,2.0356268e-08,1.4579898e-10,0.0012561513,2.0325967e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/data/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-60.txt,2025_09_04_18:46:25,3.4,2466.3792,7.2540565e+08,5930.2334,0.19381152,0.0020583868,9.4230501e-06,3.293169e-08,8.7840309e-06,4.3622338e-07,0.025234977,0.00014343529,-1.4828234,0.0038164843,2.0383032e-08,1.4415442e-10,0.0012959369,2.0108668e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/data/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-61.txt,2025_09_04_18:47:25,3.4,2466.8765,7.2555191e+08,5818.8869,0.19042358,0.0020928792,9.4418721e-06,3.4234347e-08,9.1538461e-06,4.4709282e-07,0.02447522,0.00014607599,-1.4873262,0.0040071068,2.0270278e-08,1.5040776e-10,0.0011545353,2.0360579e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/data/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-62.txt,2025_09_04_18:48:25,3.4,2465.6649,7.2519557e+08,5872.3605,0.20166902,0.0020694439,9.5200135e-06,3.2446688e-08,1.0323889e-05,4.0437051e-07,0.025062324,0.00014388531,-1.457318,0.003855057,2.0071996e-08,1.4307435e-10,0.00126858,1.9789301e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/data/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-63.txt,2025_09_04_18:49:26,3.4,2466.3243,7.253895e+08,5672.2889,0.1953498,0.0020718094,9.4279632e-06,3.3074666e-08,9.2911383e-06,4.302002e-07,0.025122151,0.00014317276,-1.4719284,0.003827852,2.0576579e-08,1.4611745e-10,0.0010930509,2.0218082e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/2025-09-04/irradiation/data/V44_832864_470C-09-04-2025-03.40um-470C-Fe3p-5MeV-irradiation-POS-64.txt,2025_09_04_18:50:26,3.4,2466.7401,7.2551181e+08,6005.2042,0.19663181,0.0021254288,9.4875961e-06,3.3681414e-08,9.0853163e-06,4.3972299e-07,0.024644,0.00014602808,-1.4866866,0.0039789787,2.050238e-08,1.5128591e-10,0.0011510905,2.0470747e-05
