run_name,date_time,grating_value[um],SAW_speed[m/s],SAW_freq[Hz],SAW_freq_error[Hz],A[Wm^-2],A_err[Wm^-2],alpha[m^2s^-1],alpha_err[m2s-1],beta[s^0.5],beta_err[s^0.5],B[Wm^-2],B_err[Wm^-2],theta,theta_err,tau[s],tau_err[s],C[Wm^-2],C_err[Wm^-2]
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-32.txt,2025_09_09_16:45:56,3.5217,2532.435,7.1909447e+08,5524.2499,0.12104436,0.0031406671,1.0693504e-05,7.8347014e-08,2.3446198e-06,1.2281298e-06,0.0075045108,0.00013273767,-2.3162789,0.012012403,3.3054459e-08,7.6327234e-10,0.00040143269,2.5365212e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-33.txt,2025_09_09_16:46:56,3.5217,2532.344,7.1906864e+08,5105.7945,0.12284768,0.0031616903,1.0673653e-05,7.7503849e-08,2.1238754e-06,1.2245178e-06,0.0078988345,0.00013501297,-2.3257116,0.01160609,3.2698314e-08,7.2879334e-10,8.4596113e-05,2.5634831e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-34.txt,2025_09_09_16:47:56,3.5217,2532.4908,7.1911031e+08,5733.8617,0.12319279,0.0032452159,1.0663403e-05,7.9672151e-08,2.5478753e-06,1.2425813e-06,0.0074989433,0.00013676027,-2.3237473,0.01238484,3.3395447e-08,7.9592036e-10,0.00029308613,2.6366343e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-35.txt,2025_09_09_16:48:56,3.5217,2533.6747,7.194465e+08,6109.1212,0.12083482,0.0023061795,1.0718697e-05,5.9180016e-08,2.9675011e-06,8.849216e-07,0.0082736805,0.00010446059,-1.8939044,0.0085352048,3.1234359e-08,5.1338901e-10,0.00011664435,1.92208e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-36.txt,2025_09_09_16:49:57,3.5217,2532.8004,7.1919821e+08,5609.3819,0.11869983,0.0030535126,1.0770887e-05,7.7431909e-08,1.9168241e-06,1.2260217e-06,0.0075322812,0.00012926604,-2.3304105,0.011652372,3.2480547e-08,7.2634896e-10,0.00030929091,2.4288142e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-37.txt,2025_09_09_16:50:57,3.5217,2533.2799,7.1933437e+08,5691.6318,0.11717941,0.0034678828,1.0787841e-05,9.0813688e-08,2.7824056e-06,1.3796873e-06,0.0062411013,0.00014148129,-1.9878793,0.015400211,3.4934949e-08,1.042028e-09,0.00022348145,2.7997852e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-38.txt,2025_09_09_16:51:57,3.5217,2533.6241,7.1943212e+08,5687.0074,0.1227359,0.0021690126,1.0612869e-05,5.4744358e-08,3.0585894e-06,8.2019376e-07,0.0084297899,9.6378639e-05,-1.9546895,0.0077250702,3.2811787e-08,4.9064812e-10,0.00015647502,1.8458549e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-39.txt,2025_09_09_16:52:57,3.5217,2531.8411,7.1892584e+08,6006.1736,0.11744593,0.0023288809,1.0725904e-05,6.1383196e-08,2.7912802e-06,9.2269046e-07,0.0073688691,0.00010020923,-1.8261597,0.0092069785,3.356644e-08,5.9876956e-10,0.00013047398,1.9384692e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-40.txt,2025_09_09_16:53:57,3.5217,2532.6376,7.19152e+08,5548.3636,0.12089056,0.0023133553,1.0767976e-05,5.9578002e-08,3.2524028e-06,8.8061824e-07,0.0074978867,9.8156533e-05,-1.8767292,0.0088576092,3.4000564e-08,5.8446835e-10,3.6027527e-05,1.909896e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-41.txt,2025_09_09_16:54:57,3.5217,2533.1764,7.1930501e+08,5659.692,0.12088,0.0023934104,1.0742495e-05,6.1559979e-08,3.1680641e-06,9.1347414e-07,0.0074493555,0.00010130732,-1.8835555,0.0092018502,3.4296476e-08,6.1297469e-10,0.00031548877,1.9858322e-05
